corpus_id	text
l8aa9cl3	studies of the domestic cat have contributed to many scientific advances including the present understanding of the mammalian cerebral cortex a practical capability for cat transgenesis is needed to realize the distinctive potential of research on this neurobehaviorally complex accessible species for advancing human and feline health for example humans and cats are afflicted with pandemic aids lentiviruses that are susceptible to species specific restriction factors here we introduced genes encoding such a factor rhesus macaque trimcyp and egfp into the cat germline the method establishes gamete targeted transgenesis for the first time in a carnivore we observed uniformly transgenic outcomes widespread expression no mosaicism and no f1 silencing trimcyp transgenic cat lymphocytes resisted feline immunodeficiency virus replication this capability to experimentally manipulate the genome of an aids susceptible species can be used to test the potential of restriction factors for hiv gene therapy and to build models of other infectious and noninfectious diseases supplementary information the online version of this article contains supplementary material which is available to authorized users
z9nwechy	the high incidence of emerging infectious diseases has highlighted the importance of effective immunization strategies especially the stochastic algorithms based on local available network information present stochastic strategies are mainly evaluated based on classical network models such as scale free networks and small world networks and thus are insufficient three frequently referred stochastic immunization strategies acquaintance immunization community bridge immunization and ring vaccination were analyzed in this work the optimal immunization ratios for acquaintance immunization and community bridge immunization strategies were investigated and the effectiveness of these three strategies in controlling the spreading of epidemics were analyzed based on realistic social contact networks the results show all the strategies have decreased the coverage of the epidemics compared to baseline scenario no control measures however the effectiveness of acquaintance immunization and community bridge immunization are very limited with acquaintance immunization slightly outperforming community bridge immunization ring vaccination significantly outperforms acquaintance immunization and community bridge immunization and the sensitivity analysis shows it could be applied to controlling the epidemics with a wide infectivity spectrum the effectiveness of several classical stochastic immunization strategies was evaluated based on realistic contact networks for the first time in this study these results could have important significance for epidemic control research and practice
plz1ja2e	interferons ifns are secreted proteins of the cytokine family that regulate innate and adaptive immune responses to infection although the importance of ifns in the antiviral response has long been appreciated their role in bacterial infections is more complex and is currently a major focus of investigation this review summarizes our current knowledge of the role of these cytokines in host defense against the bacterial pathogen listeria monocytogenes and highlights recent discoveries on the molecular mechanisms evolved by this intracellular bacterium to subvert ifn responses
vz0qvp01	genetic information regarding the leader l and complete capsid coding p1 region of fmd serotype a and o viruses prevalent on the african continent is lacking here we present the complete l p1 sequences for eight serotype a and nine serotype o viruses recovered from fmdv outbreaks in east and west africa over the last 33 years phylogenetic analysis of the p1 and capsid coding regions revealed that the african isolates grouped according to serotype and certain clusters were indicative of transboundary as well as intra regional spread of the virus however similar analysis of the l region revealed random groupings of isolates from serotypes o and a comparisons between the phylogenetic trees derived from the structural coding regions and the l region pointed to a possibility of genetic recombination the intertypic nucleotide and amino acid variation of all the isolates in this study supported results from previous studies where the externally located 1d was the most variable whilst the internally located 1a was the most conserved which likely reflects the selective pressures on these proteins amino acids identified previously as important for fmdv structure and functioning were found to be highly conserved the information gained from this study will contribute to the construction of structurally designed fmdv vaccines in africa electronic supplementary material the online version of this article contains supplementary material which is available to authorized users
a9o2dvke	current human papillomavirus hpv major capsid protein l1 virus like particles vlps based vaccines in clinic induce strong hpv type specific neutralizing antibody responses to develop pan hpv vaccines here we show that the fusion protein e3r4 consisting of three repeats of hpv16 l2 aa 17 36 epitope e3 and a modified human igg1 fc scaffold r4 induces cross neutralizing antibodies and protective immunity against divergent hpv types e3r4 was expressed as a secreted protein in baculovirus expression system and could be simply purified by one step protein a affinity chromatography with the purity above 90 vaccination of e3r4 formulated with freunds adjuvant not only induced cross neutralizing antibodies against hpv pseudovirus types 16 18 45 52 58 6 11 and 5 in mice but also protected mice against vaginal challenges with hpv pseudovirus types 16 45 52 58 11 and 5 for at least eleven months after the first immunization moreover vaccination of e3r4 formulated with fda approved adjuvant alum plus monophosphoryl lipid a also induced cross neutralizing antibodies against hpv types 16 18 and 6 in rabbits thus our results demonstrate that delivery of l2 antigen as a modified fc fusion protein may facilitate pan hpv vaccine development
4r89qacd	blood parasites of the sub genus haemoproteus have been reported in seabirds in particular in species in the suliformes order these parasites are transmitted by hippoboscid flies of the genus olfersia strong specificity has been suggested between the vector and its vertebrate host we investigated the prevalence of haemoproteus infection in suliformes and hippoboscid flies in two oceanic islands of the western indian ocean europa and tromelin in total 209 blood samples were collected from great frigatebirds fregata minor masked boobies sula dactylatra and red footed boobies sula sula forty one hippoboscid flies were also collected from birds seventeen frigatebirds and one fly collected on europa tested positive for the presence of haemoproteus parasites by polymerase chain reaction phylogenetic analyses based on partial sequences of the cytochrome b gene showed that parasites were closely related to haemoproteus iwa reported from frigatebirds in the pacific ocean and in the caribbean plasmodium was also detected in a frigatebird on europa however its placement on the phylogenetic tree could not be resolved we provide strong support for transmission of blood parasites in seabirds in the western indian ocean and suggest that migrations between the pacific and the indian oceans could favor the large scale distribution of haemoproteus iwa in frigatebird populations
hnk7ok3f	background acute respiratory failure arf and severe sepsis ss are possible complications in patients with community acquired pneumonia cap the aim of the study was to evaluate prevalence characteristics risk factors and impact on mortality of hospitalized patients with cap according to the presence of arf and ss on admission methods this was a multicenter observational prospective study of consecutive cap patients admitted to three hospitals in italy spain and scotland between 2008 and 2010 three groups of patients were identified those with neither arf nor ss group a those with only arf group b and those with both arf and ss group c on admission results among the 2 145 patients enrolled 45 belonged to group a 36 to group b and 20 to group c patients in group c were more severe than patients in group b isolated arf was correlated with age p 0 001 copd p 0 001 and multilobar infiltrates p 0 001 the contemporary occurrence of arf and ss was associated with age p 0 002 residency in nursing home p 0 007 copd p 0 001 multilobar involvement p 0 001 and renal disease p 0 001 4 2 of patients in group a died 9 3 in group b and 26 in group c p 0 001 after adjustment the presence of only arf had an or for in hospital mortality of 1 85 p 0 011 and the presence of both arf and ss had an or of 6 32 p 0 001 conclusions the identification of arf and ss on hospital admission can help physicians in classifying cap patients into three different clinical phenotypes
lr302hur	innate immunity involves direct interactions between the host and microorganisms both pathogenic and symbiotic so natural selection is expected to strongly influence genes involved in these processes population genetics investigates the impact of past natural selection events on the genome of present day human populations and it complements immunological as well as clinical and epidemiological genetic studies recent data show that the impact of selection on the different families of innate immune receptors and their downstream signalling molecules varies considerably this review discusses these findings and highlights how they help to delineate the relative functional importance of innate immune pathways which can range from being essential to being redundant
skavefji	background the usefulness of bronchoalveolar lavage bal fluid cellular analysis in pneumonia has not been adequately evaluated this study investigated the ability of cellular analysis of bal fluid to differentially diagnose bacterial pneumonia from viral pneumonia in adult patients who are admitted to intensive care unit methods bal fluid cellular analysis was evaluated in 47 adult patients who underwent bronchoscopic bal following less than 24 hours of antimicrobial agent exposure the abilities of bal fluid total white blood cell wbc counts and differential cell counts to differentiate between bacterial and viral pneumonia were evaluated using receiver operating characteristic roc curve analysis results bacterial pneumonia n 24 and viral pneumonia n 23 were frequently associated with neutrophilic pleocytosis in bal fluid bal fluid median total wbc count 2 815 µl vs 300 µl p 0 001 and percentage of neutrophils 80 5 vs 54 0 p 0 02 were significantly higher in the bacterial pneumonia group than in the viral pneumonia group in roc curve analysis bal fluid total wbc count showed the best discrimination with an area under the curve of 0 855 95 ci 0 750 0 960 bal fluid total wbc count 510 µl had a sensitivity of 83 3 specificity of 78 3 positive likelihood ratio plr of 3 83 and negative likelihood ratio nlr of 0 21 when analyzed in combination with serum procalcitonin or c reactive protein sensitivity was 95 8 specificity was 95 7 plr was 8 63 and nlr was 0 07 bal fluid total wbc count 510 µl was an independent predictor of bacterial pneumonia with an adjusted odds ratio of 13 5 in multiple logistic regression analysis conclusions cellular analysis of bal fluid can aid early differential diagnosis of bacterial pneumonia from viral pneumonia in critically ill patients
mggsospc	tollip plays an important role in the interleukin 1 receptor il 1r and toll pathways as a modulator of the immune pathway it indirectly controls the amount of antimicrobial peptides this could indicate a vital step in maintaining animal immune systems and preventing infection evolutionary questions are crucial to understanding the conservation and functioning of the biochemical pathways like the tollip mediated one through an analysis of 36 sequences of the tollip protein from different animal taxa downloaded from kyoto encyclopedia of genes and genomes kegg databank we inferred diverse evolutionary parameters such as molecular selection and structure conservation by analyzing residue by residue beyond the canonical parameters to this type of study as maximum likelihood trees we found that tollip presented different trends in its evolving history in primates the protein is becoming more unstable just the opposite is observed in the arthropod group the most interesting finding was the concentration of positively selected residues at amino terminal ends some observed topological incongruences in maximum likelihood trees of complete and curated tollip data sets could be explained through horizontal transfers evidenced by recombination detection these results suggest that there is more to be researched and understood about this protein
3amxb7qr	background school closure is a non pharmaceutical intervention that was considered in many national pandemic plans developed prior to the start of the influenza a h1n1 pdm09 pandemic and received considerable attention during the event here we retrospectively review and compare national and local experiences with school closures in several countries during the a h1n1 pdm09 pandemic our intention is not to make a systematic review of country experiences rather it is to present the diversity of school closure experiences and provide examples from national and local perspectives methods data were gathered during and following a meeting organized by the european centres for disease control on school closures held in october 2010 in stockholm sweden a standard data collection form was developed and sent to all participants the twelve participating countries and administrative regions bulgaria china france hong kong special administrative region sar italy japan new zealand serbia south africa thailand united kingdom and united states provided data results our review highlights the very diverse national and local experiences on school closures during the a h1n1 pdm09 pandemic the processes including who was in charge of making recommendations and who was in charge of making the decision to close the school based control strategies the extent of school closures the public health tradition of responses and expectations on school closure varied greatly between countries our review also discusses the many challenges associated with the implementation of this intervention and makes recommendations for further practical work in this area conclusions the single most important factor to explain differences observed between countries may have been the different public health practises and public expectations concerning school closures and influenza in the selected countries
ckl40b6c	age related macular degeneration amd is the leading cause of vision loss in the elderly throughout the industrialized world its most prominent pathologic features are lesions involving the retinal pigment epithelium rpe the bruch s membrane the degeneration of photoreceptors and in the most aggressive cases choroidal neovascularization genetic associations between the risk of developing amd and polymorphism within components of the complement system as well as chemokine receptors expressed on microglial cells and macrophages have linked retinal degeneration and choroidal neovascularization to innate immunity inflammation in addition to inflammation players of the adaptive immunity including cytokines chemokines antibodies and t cells have been detected in animal models of amd and in patients suffering from this pathology these observations suggest that adaptive immunity might play a role in different processes associated with amd such as rpe atrophy neovascularization and retinal degeneration to this date however the exact roles if any of autoantibodies and t cells in amd remain unknown in this review we discuss the potential effects of adaptive immune responses in amd pathogenesis
azvscejw	the influenza virus surface glycoprotein hemagglutinin ha is responsible for viral attachment to sialic acid containing host cell receptors and it facilitates the initial stage of viral infection in the present study we isolated an rna aptamer specific to the glycosylated receptor binding domain of the ha protein gha1 after 12 cycles of the systematic evolution of ligands by exponential enrichment procedure selex and we then investigated if the selected aptamer suppresses viral infection in host cells nitrocellulose filter binding and enzyme linked immunosorbent assay elisa experiments revealed that 1 rna aptamer ha12 16 bound specifically to the gha1 protein cell viability assay showed that the ha12 16 rna aptamer suppressed viral infection in host cells by enhancing cell viability immunofluorescence microscopic analysis further demonstrated that the ha12 16 rna aptamer suppresses viral attachment to host cells by neutralizing the receptor binding site of influenza virus ha these results indicate that the isolated rna aptamer can be developed as an antiviral reagent against influenza through appropriate therapeutic formulation
aftz6tbu	surveillance is critical to understanding the epidemiology and control of infectious diseases the growing concern over climate and other drivers that may increase infectious disease threats to future generations has stimulated a review of the surveillance systems and environmental data sources that might be used to assess future health impacts from climate change in europe we present an overview of organizations agencies and institutions that are responsible for infectious disease surveillance in europe we describe the surveillance systems tracking tools communication channels information exchange and outputs in light of environmental and climatic drivers of infectious diseases we discuss environmental and climatic data sets that lend themselves to epidemiological analysis many of the environmental data sets have a relatively uniform quality across eu member states because they are based on satellite measurements or eu funded fp6 or fp7 projects with full eu coverage case reporting systems for surveillance of infectious diseases should include clear and consistent case definitions and reporting formats that are geo located at an appropriate resolution this will allow linkage to environmental social and climatic sources that will enable risk assessments future threat evaluations outbreak management and interventions to reduce disease burden
b5lldhi5	reporter genes inserted into viral genomes enable the easy and rapid quantification of virus replication which is instrumental to efficient in vitro screening of antiviral compounds or in vivo analysis of viral spread and pathogenesis based on a published design we have generated several replication competent influenza a viruses carrying either fluorescent proteins or gaussia luciferase reporter activity could be readily quantified in infected cultures but the virus encoding gaussia luciferase was more stable than viruses bearing fluorescent proteins and was therefore analyzed in detail quantification of gaussia luciferase activity in the supernatants of infected culture allowed the convenient and highly sensitive detection of viral spread and enzymatic activity correlated with the number of infectious particles released from infected cells furthermore the gaussia luciferase encoding virus allowed the sensitive quantification of the antiviral activity of the neuraminidase inhibitor nai zanamivir and the host cell interferon inducible transmembrane ifitm proteins 1 3 which are known to inhibit influenza virus entry finally the virus was used to demonstrate that influenza a virus infection is sensitive to a modulator of endosomal cholesterol in keeping with the concept that ifitms inhibit viral entry by altering cholesterol levels in the endosomal membrane in sum we report the characterization of a novel influenza a reporter virus which allows fast and sensitive detection of viral spread and its inhibition and we show that influenza a virus entry is sensitive to alterations of endosomal cholesterol levels
qbct63p4	please see later in the article for the editors summary
6ylqnp5n	introduction silicone injection is a common procedure in cosmetic surgery granuloma formation and migration are the most commonly observed complications case presentation we report an unusual case of avascular necrosis of the hip in a 41 year old woman from thailand presenting with hip pain subcutaneous nodules were observed in the clinical examination a pelvic x ray revealed necrosis of the right femoral head and histological analysis of the punctuated nodules showed a reaction of foreign body granulomas during surgical treatment with a hip replacement solitary silicone cysts were removed conclusions this case report emphasizes that orthopedic surgeons treating patients with necrosis of the hip joint in combination with palpable granulomas in the gluteal region have to be aware of silicone augmentation and its potential complications before planning a hip replacement
zl4abcn0	the hymenocallis littoralis an ornamental and medicinal plant had been traditionally used for wound healing in the present study an analytical method using hplc with ultraviolet detection was developed for the quantification of lycorine in the extracts of different parts of wild plant and tissue culture samples of h littoralis the separation was achieved using a reversed phase column the method was found to be accurate repeatable and sensitive for the quantification of minute amount of lycorine present in the samples the highest lycorine content was found in the bulb extract 2 54 0 02 μg mg whereas the least was in the root extract 0 71 0 02 μg mg of the wild plants few callus culture samples had high content of lycorine comparable to that of wild plants the results showed that plant growth regulators 2 4 dichlorophenoxyacetic acid 2 4 d alone at 4 5 μm 2 58 0 38 μg mg or a combination of 2 4 d at 9 00 μm with 4 5 μm of 6 benzylaminopurine bap were the optimum concentrations for the production of high lycorine 2 45 0 15 μg mg content in callus culture the present analytical method could be of value for routine quantification of lycorine in the tissue culture production and standardization of the raw material or extracts of h littoralis
fo5naae7	there is a pressing need for more effective and selective therapies for cancer and other diseases consequently much effort is being devoted to the development of alternative experimental approaches based on selective systems which are designed to be specifically directed against target cells in addition a large number of highly potent therapeutic molecules are being discovered however they do not reach clinical trials because of their low delivery poor specificity or their incapacity to bypass the plasma membrane cell penetrating peptides cpps are an open door for cell impermeable compounds to reach intracellular targets putting all these together research is sailing in the direction of the design of systems with the capacity to transport new drugs into a target cell some cpps show cell type specificity while others require modifications or form part of more sophisticated drug delivery systems in this review article we summarize several strategies for directed drug delivery involving cpps that have been reported in the literature
dfaxj3bv	a relative immunosuppression is observed in patients after sepsis trauma burns or any severe insults it is currently proposed that selected patients will benefit from treatment aimed at boosting their immune systems however the host immune response needs to be considered in context with pathogen type timing and mainly tissue specificity indeed the immune status of leukocytes is not universally decreased and their activated status in tissues contributes to organ failure accordingly any new immune stimulatory therapeutic intervention should take into consideration potentially deleterious effects in some situations
efk5pzov	advanced nucleic acid based technologies are powerful research tools for novel virus discovery but need to be standardized for broader applications such as virus detection in biological products and clinical samples we have used well characterized retrovirus stocks to evaluate the limit of detection lod for broad range pcr with electrospray ionization mass spectrometry pcr esi ms or plex id rt pcr assays and virus microarrays the results indicated that in the absence of background cellular nucleic acids plex id and rt pcr had a similar lod for xenotropic murine retrovirus related virus xmrv 3 12 particles per µl whereas sensitivity of virus detection was 10 fold greater using virus microarrays when virus was spiked into a background of cellular nucleic acids the lod using plex id remained the same whereas virus detection by rt pcr was 10 fold less sensitive and no virus could be detected by microarrays expected endogenous retrovirus erv sequences were detected in cell lines tested and known species specific viral sequences were detected in bovine serum and porcine trypsin a follow up strategy was developed using pcr amplification nucleotide sequencing and bioinformatics to demonstrate that an rd114 like retrovirus sequence that was detected by plex id in canine cell lines madin darby canine kidney mdck and cf2th canine thymus was due to defective endogenous gammaretrovirus related sequences
9daqyylb	the recent discovery of genetically distinct hantaviruses in multiple species of shrews and moles prompted a further exploration of their host diversification by analyzing frozen ethanol fixed and rnalater preserved archival tissues and fecal samples from 533 bats representing seven families 28 genera and 53 species in the order chiroptera captured in asia africa and the americas in 1981 2012 using rt pcr hantavirus rna was detected in pomona roundleaf bats hipposideros pomona family hipposideridae captured in vietnam in 1997 and 1999 and in banana pipistrelles neoromicia nanus family vespertilionidae captured in côte d ivoire in 2011 phylogenetic analysis based on the full length s and partial m and l segment sequences using maximum likelihood and bayesian methods demonstrated that the newfound hantaviruses formed highly divergent lineages comprising other recently recognized bat borne hantaviruses in sierra leone and china the detection of bat associated hantaviruses opens a new era in hantavirology and provides insights into their evolutionary origins
yt9cldeb	recently discovered tick borne phleboviruses have been associated with severe disease and death among persons in asia and the united states we report the discovery of a novel tick phlebovirus in tasmania state australia that is closely related to those zoonotic viruses found in asia and north america
pyic5s73	in a molecular epidemiology study of hepatitis e virus hev in dromedaries in dubai united arab emirates hev was detected in fecal samples from 3 camels complete genome sequencing of 2 strains showed 20 overall nucleotide difference to known hevs comparative genomic and phylogenetic analyses revealed a previously unrecognized hev genotype
jigc7nr7	rationale the majority of asthma exacerbations are related to viral respiratory infections some but not all previous studies have reported that low interferon responses in patients with asthma increase the risk for virus induced exacerbations objective we sought to determine the relationship between lower airway inflammatory biomarkers specifically interferon gene expression and the severity or presence of an exacerbation in asthmatics experiencing a naturally occurring viral infection methods sputum samples were analyzed from subjects in an asthma exacerbation study who experienced a confirmed viral infection subjects were monitored for daily symptoms medication use and peak expiratory flow rate until baseline sputum samples were assessed for cell counts and gene expression results ifn γ expression was significantly greater in patients with asthma exacerbations compared to non exacerbating patients p 0 002 ifn α1 ifn β1 and ifn γ mrna levels correlated with the peak asthma index r 0 58 p 0 001 r 0 57 p 0 001 and r 0 51 p 0 004 respectively additionally il 13 il 10 and eosinophil major basic protein mrna levels were greater in patients with asthma exacerbations compared to non exacerbating patients p 0 03 p 0 06 and p 0 02 respectively and il 13 mrna correlated with the peak asthma index p 0 006 conclusions our findings indicate that asthma exacerbations are associated with increased rather than decreased expression of interferons early in the course of infection these findings raise the possibility that excessive virus induced interferon production during acute infections can contribute to airway inflammation and exacerbations of asthma
2ax1e7zw	hand foot and mouth disease caused by enterovirus 71 ev71 leads to the majority of neurological complications and death in young children while putative inactivated vaccines are only now undergoing clinical trials no specific treatment options exist yet ideally ev71 specific intravenous immunoglobulins could be developed for targeted treatment of severe cases to date only a single universally neutralizing monoclonal antibody against a conserved linear epitope of vp1 has been identified other enteroviruses have been shown to possess major conformational neutralizing epitopes on both the vp2 and vp3 capsid proteins hence we attempted to isolate such neutralizing antibodies against conformational epitopes for their potential in the treatment of infection as well as differential diagnosis and vaccine optimization here we describe a universal neutralizing monoclonal antibody that recognizes a conserved conformational epitope of ev71 which was mapped using escape mutants eight escape mutants from different subgenogroups a b2 b4 c2 c4 were rescued they harbored three essential mutations either at amino acid positions 59 62 or 67 of the vp3 protein which are all situated in the knob region the escape mutant phenotype could be mimicked by incorporating these mutations into reverse genetically engineered viruses showing that p59l a62d a62p and e67d abolish both monoclonal antibody binding and neutralization activity this is the first conformational neutralization epitope mapped on vp3 for ev71
ahuzdwtk	a novel variant strain of porcine epidemic diarrhea virus pedv emerged on pig farms in south korea during late 2013 genomic dna isolated from a k14jb01 strain identified in a diarrheal pig showed high sequence similarity to pedv strains prevailing in the united states in 2013 this is the first study to identify the complete genome sequence of a novel variant pedv in south korea
n6c6ktqr	aberrant glycosylation of cell surface glycoprotein due to specific alterations of glycosyltransferase activity is usually associated with invasion and metastasis of cancer particularly of gastric carcinomas polypeptide n acetylgalactosaminyltransferase 2 ppgalnac t2 which catalyzes initiation of mucin type o glycosylation is also involved in tumor migration and invasion however a comprehensive understanding of how ppgalnac t2 correlates with the metastasic potential of human gastric cancer is not currently available in the present study ppgalnac t2 was detected in a variety of human poorly differentiated tumor cells and expression appeared to be higher in sgc7901 gastric cancer cells in addition we investigated the potential effects of ppgalnac t2 on growth and metastasis associated behavior in sgc7901 cells after stable transfection with ppgalnac t2 sense and antisense vectors we found that cell proliferation adhesion and invasion were decreased in ppgalnac t2 overexpressed cells but increased in ppgalnac t2 downregulated cells therefore we attempted to clarify the mechanisms underlying the anti metastatic activities of ppgalnac t2 further investigation indicated that overexpression of ppgalnac t2 is involved in the inhibition of matrix metalloproteinase mmp 2 expression at both the protein and mrna levels which may be associated with ppgalnac t2 suppressing the expression of transforming growth factor tgf β1 however it did not exhibit any apparent correlation with mmp 14 expression levels our data show the effect of ppgalnac t2 on proliferation adhesion or invasion of sgc7901 gastric cancer cells suggesting that ppgalnac t2 may exert anti proliferative and anti metastatic activity through the decrease of mmp 2 and tgf β1 these results indicate that ppgalnac t2 may be used as a novel therapeutic target for human gastric cancer treatment
dbmfydyu	this in vitro study assessed the antimicrobial properties of a novel octasilver salt of sucrose octasulfate iasos as well as of an innovative vaginal gel containing iasos silsos femme against bacterial and yeast pathogens isolated from human clinical cases of symptomatic vaginal infections in bhi and lapt culture media different ionic silver concentrations and different phs were tested iasos exerted a strong antimicrobial activity towards all the pathogens tested in both culture media the results demonstrated that salts and organic compounds present in the culture media influenced iasos efficacy only to a moderate extent whereas comparable mbcs minimal bactericidal concentrations were observed for g vaginalis 10 mg l ag e coli and e aerogenes 25 mg l ag in both media higher mbcs were found for s aureus and s agalactiae in lapt cultures 50 mg l ag versus 25 mg l ag no minimal concentration totally inhibiting the growth of c albicans was found nevertheless in both media at the highest ionic silver concentrations 50 200 mg l ag a significant 34 52 drop in candida growth was observed ph differently affected the antimicrobial properties of iasos against bacteria or yeasts however a stronger antimicrobial activity at ph higher than the physiological ph was generally observed it can be therefore concluded that iasos exerts a bactericidal action against all the tested bacteria and a clear fungistatic action against c albicans the antimicrobial activity of the whole vaginal gel silsos femme further confirmed the antimicrobial activity of iasos overall our findings support iasos as a valid active ingredient into a vaginal gel
u86icqcc	the association between severe malaria and plasmodium vivax species is contentious on the thai myanmar border all pregnant women are followed systematically with active weekly malaria screening over a 27 year period of providing antenatal care 48 983 have been prospectively followed until pregnancy outcome miscarriage or delivery and 4 298 women have had p vivax detected at least once reported here is the first known p vivax associated death amongst these women the initial patient presentation was of uncomplicated p vivax 0 5 parasitaemia in a term multigravida woman who responded rapidly to oral artesunate and mefloquine treatment clearing her blood stage parasites within 48 hours the patient appeared well was ambulatory and due to be discharged but became unwell with acute respiratory distress syndrome ards requiring ventilation three days 67 hours into treatment despite induction and delivery of a stillborn foetus ventilatory requirements increased and the patient died on day 7 the patient had a low body mass index sensitive detection with nested pcr confirmed only the presence of p vivax species and concomitant infections such as tuberculosis and human immunodeficiency virus hiv were also ruled out the contemporaneous treatment of acute uncomplicated p vivax and the onset of ards on day 3 in this patient implies a possible but unconfirmed association with death in this patient assuming this death was caused by p vivax the risk of ards related maternal mortality in this setting did not differ significantly between plasmodium falciparum and p vivax 0 24 per 1 000 1 4 158 versus 0 23 per 1 000 1 4 298 contrary to the increased risk of maternal mortality from p falciparum compared to p vivax 2 89 per 1 000 12 4 158 versus 0 23 per 1 000 1 4 298 p 0 003
yxne28f0	objective to reconstruct the local hiv 1 transmission network from 1996 to 2011 and use network data to evaluate and guide efforts to interrupt transmission design hiv 1 pol sequence data were analyzed to infer the local transmission network methods we analyzed hiv 1 pol sequence data to infer a partial local transmission network among 478 recently hiv 1 infected persons and 170 of their sexual and social contacts in san diego california a transmission network score tns was developed to estimate the risk of hiv transmission from a newly diagnosed individual to a new partner and target prevention interventions results hiv 1 pol sequences from 339 individuals 52 3 were highly similar to sequences from at least one other participant i e clustered a high tns top 25 was significantly correlated with baseline risk behaviors number of unique sexual partners and insertive unprotected anal intercourse p 0 014 and p 0 0455 respectively and predicted risk of transmission p 0 0001 retrospective analysis of antiretroviral therapy art use and simulations of art targeted to individuals with the highest tns showed significantly reduced network level hiv transmission p 0 05 conclusions sequence data from an hiv 1 screening program focused on recently infected persons and their social and sexual contacts enabled the characterization of a highly connected transmission network the network based risk score tns was highly correlated with transmission risk behaviors and outcomes and can be used identify and target effective prevention interventions like art to those at a greater risk for hiv 1 transmission
ivz4r389	the nonstructural protein 2 nsp2 is considered to be one of crucial viral proteins in the replication and pathogenesis of porcine reproductive and respiratory syndrome virus prrsv in the present study the host cellular proteins that interact with the nsp2 of prrsv were immunoprecipitated with anti myc antibody from the marc 145 cells infected by a recombinant prrsv with 3xmyc tag insertion in its nsp2 coding region and then 285 cellular proteins interacting with nsp2 were identified by lc ms ms the gene ontology and enriched kegg pathway bioinformatics analyses indicated that the identified proteins could be assigned to different subcellular locations and functional classes functional analysis of the interactome profile highlighted cellular pathways associated with infectious disease translation immune system nervous system and signal transduction two interested cellular proteins bcl2 associated athanogene 6 bag6 and apoptosis inducing factor 1 aif1 which may involve in transporting of nsp2 to endoplasmic reticulum er or prrsv driven apoptosis were validated by western blot the interactome data between prrsv nsp2 and cellular proteins contribute to the understanding of the roles of nsp2 in the replication and pathogenesis of prrsv and also provide novel cellular target proteins for elucidating the associated molecular mechanisms of the interaction of host cellular proteins with viral proteins in regulating the viral replication
tihc3ldd	several mouse models of multiple sclerosis ms are now available we have established a mouse model in which ocular infection with a recombinant hsv 1 that expresses murine il 2 constitutively hsv il 2 causes cns demyelination in different strains of mice this model differs from most other models in that it represents a mixture of viral and immune triggers in the present study we directly compared mog 35 55 mbp 35 47 and plp 190 209 models of eae with our hsv il 2 induced ms model mice with hsv il 2 induced and mog induced demyelinating diseases demonstrated a similar pattern and distribution of demyelination in their brain spinal cord and optic nerves in contrast no demyelination was detected in the optic nerves of mbp and plp injected mice ifn β injections significantly reduced demyelination in brains of all groups in the spinal cords of the mog and mbp groups and completely blocked it in the spinal cords of the plp and hsv il 2 groups as well as in optic nerves of mog and hsv il 2 groups in contrast to ifn β treatment il 12p70 protected the hsv il 2 group from demyelination while il 4 was not effective at all in preventing demyelination mog injected mice showed clinical signs of paralysis and disease related mortality whereas mice in the other treatment groups did not collectively the results indicate that the hsv il 2 model and the mog model complement each other and together provide unique insights into the heterogeneity of human ms
3i0ymq7o	background positive traits such as life satisfaction optimism and core self evaluation cse have garnered increasing attention from researchers and professionals however the trilateral relationship among them remains unclear objective this study examines the effect of dispositional optimism on life satisfaction and primarily verified the mediator role of cses methods six hundred thirty college students from two general universities completed a questionnaire packet containing life orientation test revised lot r core self evaluations and satisfaction with life scale confirmatory factor analysis cfa was conducted to assess the dimension of lot r bootstrap was used in structural equation modeling to analyze mediation effect results results revealed that dispositional optimism and core self evaluations were significantly correlated with life satisfaction cfa identified the bidimensional structure of dispositional optimism sem indicated that core self evaluations partially mediated the effect of dispositional optimism on life satisfaction the final model also revealed significant paths from optimism and pessimism to life satisfaction through core self evaluations conclusion the findings extended prior studies and shed light on how dispositional optimism influences life satisfaction this study provides valuable evidence on how to promote the life satisfaction of human beings in positive psychology a further study can fully explore the relationship among them in multi cultural follow up studies
1023f83a	sepsis is a major cause of mortality during the neutropenic phase after intensive cytotoxic therapies for malignancies improved management of sepsis during neutropenia may reduce the mortality of cancer therapies clinical guidelines on sepsis treatment have been published by others however optimal management may differ between neutropenic and non neutropenic patients our aim is to give evidence based recommendations for haematologist oncologists and intensive care physicians on how to manage adult patients with neutropenia and sepsis
f72hl6du	balkan endemic nephropathy ben is a familial chronic tubulointerstitial disease with insidious onset and slow progression leading to terminal renal failure the results of molecular biological investigations propose that ben is a multifactorial disease with genetic predisposition to environmental risk agents exome sequencing of 22 000 genes with illumina nextera exome enrichment kit was performed on 22 dna samples 11 bulgarian patients and 11 serbian patients software analysis was performed via nextgene provean and polyphen the frequency of all annotated genetic variants with deleterious damaging effect was compared with those of european populations then we focused on nonannotated variants with no data available about them and not found in healthy bulgarian controls there is no statistically significant difference between annotated variants in ben patients and european populations from nonannotated variants with more than 40 frequency in both patients groups we nominated 3 genes with possible deleterious damaging variants cela1 hspg2 and kcnk5 mutant genes cela1 hspg2 and kcnk5 in ben patients encode proteins involved in basement membrane extracellular matrix and vascular tone tightly connected to process of angiogenesis we suggest that an abnormal process of angiogenesis plays a key role in the molecular pathogenesis of ben
