corpus_id	text	dbpedia_uri	note
2420	discovery centre		
2421	university of tartu tartu is the second largest city in estonia after the northern european country s political and financial capital tallinn tartu has a population of 91 407 as of 2021 it is 186 kilometres 116 miles southeast of tallinn and 245 kilometres 152 miles northeast of riga latvia tartu lies on the emajgi river which connects the two largest lakes in estonia lake vrtsjrv and lake peipus from the 13th century until the end of the 19th century tartu was known in most of the world by variants of its historical name dorpat tartu will be the european capital of culture in 2024	http://dbpedia.org/resource/Tartu	Tartu is the second largest city in Estonia after the Northern European country's political and financial capital, Tallinn. Tartu has a population of 91,407 (as of 2021). It is 186 kilometres (116 miles) southeast of Tallinn and 245 kilometres (152 miles) northeast of Riga, Latvia. Tartu lies on the Emajõgi river, which connects the two largest lakes in Estonia, Lake Võrtsjärv and Lake Peipus. From the 13th century until the end of the 19th century, Tartu was known in most of the world by variants of its historical name Dorpat. Tartu will be the European Capital of Culture in 2024.
2422	miranda otto miranda otto born 16 december 1967 is an australian actress she is the daughter of actors barry and lindsay otto and the paternal half sister of actress gracie otto otto began her acting career in 1986 at age 18 and appeared in a variety of independent and major studio films in australia she made her major film debut in emma s war in which she played a teenager who moves to australia s bush country during world war ii	http://dbpedia.org/resource/Miranda_Otto	Miranda Otto (born 16 December 1967) is an Australian actress. She is the daughter of actors Barry and Lindsay Otto and the paternal half-sister of actress Gracie Otto. Otto began her acting career in 1986 at age 18 and appeared in a variety of independent and major studio films in Australia. She made her major film debut in Emma's War, in which she played a teenager who moves to Australia's bush country during World War II.
2423	ravenclaw house hogwarts school of witchcraft and wizardry hwrts is a fictional british boarding school of magic for students aged eleven to eighteen and is the primary setting for the first six books in j k rowling s harry potter series and serves as a major setting in the wizarding world universe	http://dbpedia.org/resource/Hogwarts	Hogwarts School of Witchcraft and Wizardry (/ˈhɒɡwɔːrts/) is a fictional British boarding school of magic for students aged eleven to eighteen, and is the primary setting for the first six books in J. K. Rowling's Harry Potter series and serves as a major setting in the Wizarding World universe.
2424	gryffindor house hogwarts school of witchcraft and wizardry hwrts is a fictional british boarding school of magic for students aged eleven to eighteen and is the primary setting for the first six books in j k rowling s harry potter series and serves as a major setting in the wizarding world universe	http://dbpedia.org/resource/Hogwarts	Hogwarts School of Witchcraft and Wizardry (/ˈhɒɡwɔːrts/) is a fictional British boarding school of magic for students aged eleven to eighteen, and is the primary setting for the first six books in J. K. Rowling's Harry Potter series and serves as a major setting in the Wizarding World universe.
2425	slytherin house hogwarts school of witchcraft and wizardry hwrts is a fictional british boarding school of magic for students aged eleven to eighteen and is the primary setting for the first six books in j k rowling s harry potter series and serves as a major setting in the wizarding world universe	http://dbpedia.org/resource/Hogwarts	Hogwarts School of Witchcraft and Wizardry (/ˈhɒɡwɔːrts/) is a fictional British boarding school of magic for students aged eleven to eighteen, and is the primary setting for the first six books in J. K. Rowling's Harry Potter series and serves as a major setting in the Wizarding World universe.
2426	hufflepuff house hogwarts school of witchcraft and wizardry hwrts is a fictional british boarding school of magic for students aged eleven to eighteen and is the primary setting for the first six books in j k rowling s harry potter series and serves as a major setting in the wizarding world universe	http://dbpedia.org/resource/Hogwarts	Hogwarts School of Witchcraft and Wizardry (/ˈhɒɡwɔːrts/) is a fictional British boarding school of magic for students aged eleven to eighteen, and is the primary setting for the first six books in J. K. Rowling's Harry Potter series and serves as a major setting in the Wizarding World universe.
2427	linda cardellini linda edna cardellini born june 25 1975 is an american actress in television she is known for her leading roles in the teen drama freaks and geeks 19992000 the medical drama er 200309 the drama thriller bloodline 201517 and the tragicomedy dead to me 20192022 the latter of which earned her a nomination for the primetime emmy award for outstanding lead actress in a comedy series she also guest starred in the period drama mad men 201315 for which she received a primetime emmy award nomination her voice work includes the animated series scooby doo mystery incorporated 201013 regular show 201215 gravity falls 201216 and sanjay and craig 201316	http://dbpedia.org/resource/Linda_Cardellini	Linda Edna Cardellini (born June 25, 1975) is an American actress. In television, she is known for her leading roles in the teen drama Freaks and Geeks (1999–2000), the medical drama ER (2003–09), the drama thriller Bloodline (2015–17), and the tragicomedy Dead to Me (2019–2022), the latter of which earned her a nomination for the Primetime Emmy Award for Outstanding Lead Actress in a Comedy Series. She also guest starred in the period drama Mad Men (2013–15), for which she received a Primetime Emmy Award nomination. Her voice work includes the animated series Scooby-Doo! Mystery Incorporated (2010–13), Regular Show (2012–15), Gravity Falls (2012–16), and Sanjay and Craig (2013–16).
2428	royal dutch shell shell plc is a british multinational oil and gas company headquartered in london england shell is a public limited company with a primary listing on the london stock exchange lse and secondary listings on euronext amsterdam and the new york stock exchange it is one of the oil and gas supermajors and by revenue and profits is consistently one of the largest companies in the world measured by both its own emissions and the emissions of all the fossil fuels it sells shell was the ninth largest corporate producer of greenhouse gas emissions in the period 19882015	http://dbpedia.org/resource/Shell_plc	Shell plc is a British multinational oil and gas company headquartered in London, England. Shell is a public limited company with a primary listing on the London Stock Exchange (LSE) and secondary listings on Euronext Amsterdam and the New York Stock Exchange. It is one of the oil and gas \"supermajors\" and by revenue and profits is consistently one of the largest companies in the world. Measured by both its own emissions, and the emissions of all the fossil fuels it sells, Shell was the ninth-largest corporate producer of greenhouse gas emissions in the period 1988–2015.
2429	pennzoil quaker state pennzoil is an american motor oil brand currently owned by shell plc the former pennzoil company had been established in 1913 in pennsylvania being active in business as an independent firm until it was acquired by shell in 2002 becoming a brand of the conglomerate	http://dbpedia.org/resource/Pennzoil	Pennzoil is an American motor oil brand currently owned by Shell plc. The former Pennzoil Company had been established in 1913 in Pennsylvania, being active in business as an independent firm until it was acquired by Shell in 2002, becoming a brand of the conglomerate.
2430	mrt blue line		
2431	wat benchamabophit wat benchamabophit dusitvanaram thai is a buddhist temple wat in the dusit district of bangkok thailand also known as the marble temple it is one of bangkok s best known temples and a major tourist attraction it typifies bangkok s ornate style of high gables stepped out roofs and elaborate finials	http://dbpedia.org/resource/Wat_Benchamabophit	Wat Benchamabophit Dusitvanaram (Thai: วัดเบญจมบพิตรดุสิตวนาราม; ) is a Buddhist temple (wat) in the Dusit District of Bangkok, Thailand. Also known as the marble temple, it is one of Bangkok's best-known temples and a major tourist attraction. It typifies Bangkok's ornate style of high gables, stepped-out roofs and elaborate finials.
2432	grand palace the grand palace thai rtgs phra borom maha ratcha wang is a complex of buildings at the heart of bangkok thailand the palace has been the official residence of the kings of siam and later thailand since 1782 the king his court and his royal government were based on the grounds of the palace until 1925 king bhumibol adulyadej rama ix resided at the chitralada royal villa and his successor king vajiralongkorn rama x at the amphorn sathan residential hall both in the dusit palace but the grand palace is still used for official events several royal ceremonies and state functions are held within the walls of the palace every year the palace is one of the most popular tourist attractions in thailand	http://dbpedia.org/resource/Grand_Palace	The Grand Palace (Thai: พระบรมมหาราชวัง, RTGS: Phra Borom Maha Ratcha Wang) is a complex of buildings at the heart of Bangkok, Thailand. The palace has been the official residence of the Kings of Siam (and later Thailand) since 1782. The king, his court, and his royal government were based on the grounds of the palace until 1925. King Bhumibol Adulyadej (Rama IX), resided at the Chitralada Royal Villa and his successor King Vajiralongkorn (Rama X) at the Amphorn Sathan Residential Hall, both in the Dusit Palace, but the Grand Palace is still used for official events. Several royal ceremonies and state functions are held within the walls of the palace every year. The palace is one of the most popular tourist attractions in Thailand.
2433	ananta samakhom throne hall the ananta samakhom throne hall thai phra thinang anantasamakhom translated as the place of immense gathering is a royal reception hall in dusit palace in bangkok thailand it was commissioned by king chulalongkorn rama v in 1908 the building was completed in 1915 five years after rama v s death in 1910 it is now employed from time to time for state occasions	http://dbpedia.org/resource/Ananta_Samakhom_Throne_Hall	The Ananta Samakhom Throne Hall (Thai: พระที่นั่งอนันตสมาคม : Phra Thinang Anantasamakhom: translated as 'The place of immense gathering') is a royal reception hall in Dusit Palace in Bangkok, Thailand. It was commissioned by King Chulalongkorn (Rama V) in 1908. The building was completed in 1915, five years after Rama V's death in 1910. It is now employed from time to time for state occasions.
2434	wat saket wat saket ratcha wora maha wihan thai usually shortened to wat saket is a buddhist temple wat in pom prap sattru phai district bangkok thailand the temple dates back to the ayutthaya era when it was known as wat sakae when bangkok became the capital king rama i 17371809 renovated the temple and gave it its present name which roughly translates as wash hair it was believed that on his return from the war the king stopped to take a bath and wash his hair here before entering the inner city	http://dbpedia.org/resource/Wat_Saket	Wat Saket Ratcha Wora Maha Wihan (Thai: วัดสระเกศราชวรมหาวิหาร, usually shortened to Wat Saket is a Buddhist temple (wat) in Pom Prap Sattru Phai district, Bangkok, Thailand. The temple dates back to the Ayutthaya era, when it was known as Wat Sakae (วัดสะแก). When Bangkok became the capital, King Rama I (1737–1809) renovated the temple and gave it its present name (which roughly translates as \"wash hair\"): it was believed that on his return from the war, the king stopped to take a bath and wash his hair here, before entering the inner city.
2435	khaosan road khaosan road or khao san road thai rtgs thanon khao san pronounced t nn k w sn is a short 410 m 1 345 ft long street in central bangkok thailand constructed in 1892 during the reign of rama v it is in the bang lamphu area of phra nakhon district about 1 kilometre 0 62 mi north of the grand palace and wat phra kaew	http://dbpedia.org/resource/Khaosan_Road	Khaosan Road or Khao San Road (Thai: ถนนข้าวสาร, RTGS: Thanon Khao San, pronounced [tʰā.nǒn kʰâ(ː)w sǎːn]) is a short (410 m (1,345 ft) long) street in central Bangkok, Thailand constructed in 1892 during the reign of Rama V. It is in the Bang Lamphu area of Phra Nakhon District about 1 kilometre (0.62 mi) north of the Grand Palace and Wat Phra Kaew.
2436	bangkok national museum the bangkok national museum thai rtgs phiphitthaphanthasathan haeng chat phra nakhon is the main branch museum of the national museums in thailand and also one of the largest museums in southeast asia it features exhibits of thai art and history it occupies the former palace of the vice king or front palace set between thammasat university and the national theater facing sanam luang	http://dbpedia.org/resource/Bangkok_National_Museum	The Bangkok National Museum (Thai: พิพิธภัณฑสถานแห่งชาติ พระนคร, RTGS: Phiphitthaphanthasathan Haeng Chat Phra Nakhon) is the main branch museum of the National Museums in Thailand and also one of the largest museums in Southeast Asia. It features exhibits of Thai art and history. It occupies the former palace of the vice king (or Front Palace), set between Thammasat University and the National Theater, facing Sanam Luang.
2437	samutprakarn crocodile farm and zoo samut prakan province thai pronounced smt prkn samut prakan or samutprakan is one of the central provinces changwat of thailand established by the act establishing changwat samut prakan changwat nonthaburi changwat samut sakhon and changwat nakhon nayok buddhist era 2489 1946 which came into force 9 may 1946 it is a part of the bangkok metropolitan region neighbouring provinces are bangkok to the north and west and chachoengsao to the east samut prakan was previously once home to a dutch trading post who referred to the area as new amsterdam	http://dbpedia.org/resource/Samut_Prakan_province	Samut Prakan province, (Thai: จังหวัดสมุทรปราการ, pronounced [sāmùt prāːkāːn]) Samut Prakan, or Samutprakan is one of the central provinces (changwat) of Thailand, established by the Act Establishing Changwat Samut Prakan, Changwat Nonthaburi, Changwat Samut Sakhon, and Changwat Nakhon Nayok, Buddhist Era 2489 (1946), which came into force 9 May 1946. It is a part of the Bangkok Metropolitan Region. Neighbouring provinces are Bangkok, to the north and west, and Chachoengsao to the east. Samut Prakan was previously once home to a Dutch trading post who referred to the area as New Amsterdam.
2438	wat pho wat pho thai pronounced wt p also spelled wat po is a buddhist temple complex in the phra nakhon district bangkok thailand it is on rattanakosin island directly south of the grand palace known also as the temple of the reclining buddha its official name is wat phra chetuphon wimon mangkhalaram rajwaramahawihan thai pronounced wt pr t t t pon w mon ma kla ram rt t w r m h w hn the more commonly known name wat pho is a contraction of its older name wat photaram thai rtgs wat photharam	http://dbpedia.org/resource/Wat_Pho	Wat Pho (Thai: วัดโพธิ์, pronounced [wát pʰōː]), also spelled Wat Po, is a Buddhist temple complex in the Phra Nakhon District, Bangkok, Thailand. It is on Rattanakosin Island, directly south of the Grand Palace. Known also as the Temple of the Reclining Buddha, its official name is Wat Phra Chetuphon Wimon Mangkhalaram Rajwaramahawihan (Thai: วัดพระเชตุพนวิมลมังคลารามราชวรมหาวิหาร; pronounced [wát pʰráʔ tɕʰê:t.tù.pʰon wíʔ.mon.maŋ.kʰlaː.raːm râːt.tɕʰá.wɔː.ráʔ.má.hǎː.wíʔ.hǎːn]). The more commonly known name, Wat Pho, is a contraction of its older name, Wat Photaram (Thai: วัดโพธาราม; RTGS: Wat Photharam).
2439	wat arun wat arun ratchawararam ratchawaramahawihan thai or wat arun thai pronunciation wt arun temple of dawn is a buddhist temple wat in bangkok yai district of bangkok thailand on the thonburi west bank of the chao phraya river the temple derives its name from the hindu god arua often personified as the radiations of the rising sun wat arun is among the best known of thailand s landmarks the first light of the morning reflects off the surface of the temple with pearly iridescence although the temple has existed since at least the seventeenth century its distinctive prang spire was built in the early nineteenth century during the reigns of rama ii and rama iii	http://dbpedia.org/resource/Wat_Arun	Wat Arun Ratchawararam Ratchawaramahawihan (Thai: วัดอรุณราชวราราม ราชวรมหาวิหาร ) or Wat Arun (Thai pronunciation: [wát ʔarun], \"Temple of Dawn\") is a Buddhist temple (wat) in Bangkok Yai district of Bangkok, Thailand, on the Thonburi west bank of the Chao Phraya River. The temple derives its name from the Hindu god Aruṇa, often personified as the radiations of the rising sun. Wat Arun is among the best known of Thailand's landmarks. The first light of the morning reflects off the surface of the temple with pearly iridescence. Although the temple has existed since at least the seventeenth century, its distinctive prang (spire) was built in the early nineteenth century during the reigns of Rama II and Rama III.
2440	hampton michael william hampton jr born september 9 1972 is an american former professional baseball player hampton played in major league baseball mlb as a pitcher from 1993 through 2010 he pitched for the seattle mariners houston astros new york mets colorado rockies atlanta braves and arizona diamondbacks he was the bullpen coach for the mariners before resigning on july 9 2017	http://dbpedia.org/resource/Mike_Hampton	Michael William Hampton, Jr. (born September 9, 1972) is an American former professional baseball player. Hampton played in Major League Baseball (MLB) as a pitcher from 1993 through 2010. He pitched for the Seattle Mariners, Houston Astros, New York Mets, Colorado Rockies, Atlanta Braves and Arizona Diamondbacks. He was the bullpen coach for the Mariners before resigning on July 9, 2017.
2441	south africa south africa officially the republic of south africa rsa is the southernmost country in africa it is bounded to the south by 2 798 kilometres 1 739 mi of coastline that stretch along the south atlantic and indian oceans to the north by the neighbouring countries of namibia botswana and zimbabwe and to the east and northeast by mozambique and eswatini it also completely enclaves the country lesotho it is the southernmost country on the mainland of the old world and the second most populous country located entirely south of the equator after tanzania south africa is a biodiversity hotspot with unique biomes plant and animal life with over 60 million people the country is the world s 24th most populous nation and covers an area of 1 221 037 square kilometres 471 445 squar	http://dbpedia.org/resource/South_Africa	South Africa, officially the Republic of South Africa (RSA), is the southernmost country in Africa. It is bounded to the south by 2,798 kilometres (1,739 mi) of coastline that stretch along the South Atlantic and Indian Oceans; to the north by the neighbouring countries of Namibia, Botswana, and Zimbabwe; and to the east and northeast by Mozambique and Eswatini. It also completely enclaves the country Lesotho. It is the southernmost country on the mainland of the Old World, and the second-most populous country located entirely south of the equator, after Tanzania. South Africa is a biodiversity hotspot, with unique biomes, plant and animal life. With over 60 million people, the country is the world's 24th-most populous nation and covers an area of 1,221,037 square kilometres (471,445 squar
2442	zambia zambia zmbi zm officially the republic of zambia is a landlocked country at the crossroads of central southern and east africa although it is typically referred to as being in southern africa at its most central point its neighbours are the democratic republic of the congo to the north tanzania to the northeast malawi to the east mozambique to the southeast zimbabwe and botswana to the south namibia to the southwest and angola to the west the capital city of zambia is lusaka located in the south central part of zambia the nation s population of around 19 5 million is concentrated mainly around lusaka in the south and the copperbelt province to the north the core economic hubs of the country	http://dbpedia.org/resource/Zambia	Zambia (/ˈzæmbiə, ˈzɑːm-/), officially the Republic of Zambia, is a landlocked country at the crossroads of Central, Southern and East Africa, although it is typically referred to as being in Southern Africa at its most central point. Its neighbours are the Democratic Republic of the Congo to the north, Tanzania to the northeast, Malawi to the east, Mozambique to the southeast, Zimbabwe and Botswana to the south, Namibia to the southwest, and Angola to the west. The capital city of Zambia is Lusaka, located in the south-central part of Zambia. The nation's population of around 19.5 million is concentrated mainly around Lusaka in the south and the Copperbelt Province to the north, the core economic hubs of the country.
2443	zimbabwe zimbabwe zmbbwe wi officially the republic of zimbabwe is a landlocked country located in southeast africa between the zambezi and limpopo rivers bordered by south africa to the south botswana to the south west zambia to the north and mozambique to the east the capital and largest city is harare the second largest city is bulawayo a country of roughly 15 million people zimbabwe has 16 official languages with english shona and ndebele the most common it was once referred to by samora machel as the jewel of africa for its great prosperity during the early years of robert mugabe	http://dbpedia.org/resource/Zimbabwe	Zimbabwe (/zɪmˈbɑːbweɪ, -wi/), officially the Republic of Zimbabwe, is a landlocked country located in Southeast Africa, between the Zambezi and Limpopo Rivers, bordered by South Africa to the south, Botswana to the south-west, Zambia to the north, and Mozambique to the east. The capital and largest city is Harare. The second largest city is Bulawayo. A country of roughly 15 million people, Zimbabwe has 16 official languages, with English, Shona, and Ndebele the most common. It was once referred to by Samora Machel as the \"Jewel of Africa\" for its great prosperity during the early years of Robert Mugabe.
2444	turks and caicos islands the turkish people or simply the turks turkish trkler are the world s largest turkic ethnic group they speak various dialects of the turkish language and form a majority in turkey and northern cyprus in addition centuries old ethnic turkish communities still live across other former territories of the ottoman empire article 66 of the turkish constitution defines a turk as anyone who is bound to the turkish state through the bond of citizenship while the legal use of the term turkish as it pertains to a citizen of turkey is different from the term s ethnic definition the majority of the turkish population an estimated 70 to 75 percent are of turkish ethnicity the vast majority of turks are muslims and follow the sunni and alevi faith	http://dbpedia.org/resource/Turkish_people	The Turkish people, or simply the Turks (Turkish: Türkler), are the world's largest Turkic ethnic group; they speak various dialects of the Turkish language and form a majority in Turkey and Northern Cyprus. In addition, centuries-old ethnic Turkish communities still live across other former territories of the Ottoman Empire. Article 66 of the Turkish Constitution defines a \"Turk\" as: \"Anyone who is bound to the Turkish state through the bond of citizenship.\" While the legal use of the term \"Turkish\" as it pertains to a citizen of Turkey is different from the term's ethnic definition, the majority of the Turkish population (an estimated 70 to 75 percent) are of Turkish ethnicity. The vast majority of Turks are Muslims and follow the Sunni and Alevi faith.
2445	kirsten storms kirsten renee storms born april 8 1984 is an american actress she is best known for her roles as zenon kar in the zenon trilogy emily in johnny tsunami and bonnie rockwaller in kim possible storms played isabella belle black on the nbc soap opera days of our lives from 1999 to 2004 in 2005 storms was cast as the character maxie jones on the abc soap opera general hospital and its spin off general hospital night shift	http://dbpedia.org/resource/Kirsten_Storms	Kirsten Renee Storms (born April 8, 1984) is an American actress. She is best known for her roles as Zenon Kar in the Zenon trilogy, Emily in Johnny Tsunami, and Bonnie Rockwaller in Kim Possible. Storms played Isabella \"Belle\" Black on the NBC soap opera Days of Our Lives from 1999 to 2004. In 2005, Storms was cast as the character Maxie Jones on the ABC soap opera General Hospital and its spin-off General Hospital: Night Shift.
2446	valentine s day		
2447	the twilight saga breaking dawn part 1 breaking dawn stylized as breaking dawn is the 2008 fourth novel in the twilight saga by american author stephenie meyer divided into three parts the first and third sections are written from bella swan s perspective and the second is written from the perspective of jacob black the novel directly follows the events of the previous novel eclipse as bella and edward cullen get married leaving behind a heartbroken jacob when bella faces unexpected and life threatening situations she willingly risks her human life and possible vampire immortality	http://dbpedia.org/resource/Breaking_Dawn	Breaking Dawn (stylized as breaking dawn) is the 2008 fourth novel in The Twilight Saga by American author Stephenie Meyer. Divided into three parts, the first and third sections are written from Bella Swan's perspective, and the second is written from the perspective of Jacob Black. The novel directly follows the events of the previous novel, Eclipse, as Bella and Edward Cullen get married, leaving behind a heartbroken Jacob. When Bella faces unexpected and life-threatening situations, she willingly risks her human life and possible vampire immortality.
2448	khadija bint khuwaylid khadijah bint khuwaylid arabic romanized khadja bint khuwaylid c 555 november 619 ce was the first wife and is considered to be the first follower of the islamic prophet muhammad khadija was the daughter of khuwaylid ibn asad a leader of the quraysh tribe in makkah and a successful businesswoman	http://dbpedia.org/resource/Khadija_bint_Khuwaylid	Khadijah bint Khuwaylid (Arabic: خَدِيجَة بِنْت خُوَيْلِد, romanized: Khadīja bint Khuwaylid, c. 555 – November 619 CE) was the first wife and is considered to be the first follower of the Islamic prophet Muhammad. Khadija was the daughter of Khuwaylid ibn Asad, a leader of the Quraysh tribe in Makkah and a successful businesswoman.
2449	brazil		
2450	macau macau or macao english mka portuguese mkaw chinese cantonese u mn officially the macao special administrative region of the people s republic of china msar is a city and special administrative region of china in the western pearl river delta by the south china sea with a population of about 680 000 and an area of 32 9 km2 12 7 sq mi it is the most densely populated region in the world	http://dbpedia.org/resource/Macau	Macau or Macao (English: /məˈkaʊ/; Portuguese: [mɐˈkaw]; Chinese: 澳門; Cantonese: [ōu.mǔːn]), officially the Macao Special Administrative Region of the People's Republic of China (MSAR), is a city and special administrative region of China in the western Pearl River Delta by the South China Sea. With a population of about 680,000 and an area of 32.9 km2 (12.7 sq mi), it is the most densely populated region in the world.
2451	timor leste east timor timr also known as timor leste timr lte portuguese pronunciation ti mo l t tetum timr lorosa e officially the democratic republic of timor leste portuguese repblica democrtica de timor leste tetum repblika demokrtika timr leste is an island country in southeast asia it comprises the eastern half of the island of timor the exclave of oecusse on the island s north western half and the minor islands of atauro and jaco australia is the country s southern neighbour separated by the timor sea the country s size is 14 874 square kilometres 5 743 sq mi dili is its capital and largest city	http://dbpedia.org/resource/East_Timor	East Timor (/ˈtiːmɔːr/), also known as Timor-Leste (/tiˈmɔːr ˈlɛʃteɪ/; Portuguese pronunciation: [ti'moɾ 'lɛʃ.tɨ]; Tetum: Timór Lorosa'e), officially the Democratic Republic of Timor-Leste (Portuguese: República Democrática de Timor-Leste, Tetum: Repúblika Demokrátika Timór-Leste), is an island country in Southeast Asia. It comprises the eastern half of the island of Timor, the exclave of Oecusse on the island's north-western half, and the minor islands of Atauro and Jaco. Australia is the country's southern neighbour, separated by the Timor Sea. The country's size is 14,874 square kilometres (5,743 sq mi). Dili is its capital and largest city.
2452	guinea bissau guinea bissau ni bsa ghin ee biss ow portuguese guin bissau fula romanized gine bisaawo mandinka gine bisawo officially the republic of guinea bissau portuguese repblica da guin bissau pulik in isaw is a country in west africa that covers 36 125 square kilometres 13 948 sq mi with an estimated population of 1 726 000 it borders senegal to the north and guinea to the south east	http://dbpedia.org/resource/Guinea-Bissau	Guinea-Bissau (/ˌɡɪni bɪˈsaʊ/ GHIN-ee biss-OW; Portuguese: Guiné-Bissau; Fula: 𞤘𞤭𞤲𞤫 𞤄𞤭𞤧𞤢𞥄𞤱𞤮, romanized: Gine-Bisaawo; Mandinka: ߖߌߣߍ ߺ ߓߌߛߊߥߏ߫ Gine-Bisawo), officially the Republic of Guinea-Bissau (Portuguese: República da Guiné-Bissau [ʁɛˈpuβlikɐ ðɐ ɣiˈnɛ βiˈsaw]), is a country in West Africa that covers 36,125 square kilometres (13,948 sq mi) with an estimated population of 1,726,000. It borders Senegal to the north and Guinea to the south-east.
2453	mozambique mozambique refers to two separate styles of music	http://dbpedia.org/resource/Mozambique_(music)	Mozambique refers to two separate styles of music.
2454	3 4 1829		
2455	prophet in religion a prophet or prophetess is an individual who is regarded as being in contact with a divine being and is said to speak on behalf of that being serving as an intermediary with humanity by delivering messages or teachings from the supernatural source to other people the message that the prophet conveys is called a prophecy claims of prophethood have existed in many cultures and religions throughout history including judaism christianity islam ancient greek religion zoroastrianism manichaeism hinduism and many others	http://dbpedia.org/resource/Prophet	In religion, a prophet or prophetess is an individual who is regarded as being in contact with a divine being and is said to speak on behalf of that being, serving as an intermediary with humanity by delivering messages or teachings from the supernatural source to other people. The message that the prophet conveys is called a prophecy. Claims of prophethood have existed in many cultures and religions throughout history, including Judaism, Christianity, Islam, ancient Greek religion, Zoroastrianism, Manichaeism, Hinduism , and many others.
2456	kansas city the kansas city metropolitan area is a bi state metropolitan area anchored by kansas city missouri its 14 counties straddle the border between the u s states of missouri 9 counties and kansas 5 counties with 8 472 square miles 21 940 km2 and a population of more than 2 2 million people it is the second largest metropolitan area centered in missouri after greater st louis and is the largest metropolitan area in kansas though wichita is the largest metropolitan area centered in kansas alongside kansas city missouri these are the suburbs with populations above 100 000 overland park kansas kansas city kansas olathe kansas independence missouri and lee s summit missouri	http://dbpedia.org/resource/Kansas_City_metropolitan_area	The Kansas City metropolitan area is a bi-state metropolitan area anchored by Kansas City, Missouri. Its 14 counties straddle the border between the U.S. states of Missouri (9 counties) and Kansas (5 counties). With 8,472 square miles (21,940 km2) and a population of more than 2.2 million people, it is the second-largest metropolitan area centered in Missouri (after Greater St. Louis) and is the largest metropolitan area in Kansas, though Wichita is the largest metropolitan area centered in Kansas. Alongside Kansas City, Missouri, these are the suburbs with populations above 100,000: Overland Park, Kansas; Kansas City, Kansas; Olathe, Kansas; Independence, Missouri; and Lee's Summit, Missouri.
2457	holmby hills holmby hills is a neighborhood on the westside of los angeles california united states the neighborhood was developed in the early twentieth century by the janss investment company which developed the rest of westwood as well as other los angeles neighborhoods with the expansion of sunset boulevard holmby hills was split into northern and southern sections each lying within a different community plan area designated by the city of los angeles the portion south of sunset boulevard extends south to club view dr and east to beverly glen boulevard and west of the los angeles country club it is located within the westwood community plan area but certain characteristics such as the absence of sidewalks and the presence of historic street lamps that are unique to holmby hills help to di	http://dbpedia.org/resource/Holmby_Hills,_Los_Angeles	Holmby Hills is a neighborhood on the Westside of Los Angeles, California, United States. The neighborhood was developed in the early twentieth century by the Janss Investment Company, which developed the rest of Westwood as well as other Los Angeles neighborhoods. With the expansion of Sunset Boulevard, Holmby Hills was split into northern and southern sections, each lying within a different community plan area designated by the City of Los Angeles: The portion south of Sunset Boulevard extends south to Club View Dr and east to Beverly Glen Boulevard and west of the Los Angeles Country Club; it is located within the Westwood Community Plan Area, but certain characteristics such as the absence of sidewalks and the presence of historic street lamps that are unique to Holmby Hills help to di
2458	marceline		
2459	hermosa		
2460	st lucie county		
2461	1965 nba finals the 1965 nba world championship series was the championship round of the 1965 nba playoffs which concluded the national basketball association 196465 season the best of seven series was played between the western conference champion los angeles lakers and the eastern conference champion boston celtics the celtics made their ninth straight trip to the championship finals after beating the philadelphia 76ers in a highly contested eastern division finals that ended on john havlicek s steal of the ball the lakers made it to their third finals in four seasons after beating baltimore in six games though it came at a cost as elgin baylor suffered a knee injury that would sideline him for the rest of the playoffs the celtics won the series over the lakers 41	http://dbpedia.org/resource/1965_NBA_Finals	The 1965 NBA World Championship Series was the championship round of the 1965 NBA playoffs, which concluded the National Basketball Association 1964–65 season. The best-of-seven series was played between the Western Conference champion Los Angeles Lakers and the Eastern Conference champion Boston Celtics. The Celtics made their ninth-straight trip to the championship finals after beating the Philadelphia 76ers in a highly contested Eastern Division Finals that ended on John Havlicek's steal of the ball. The Lakers made it to their third Finals in four seasons after beating Baltimore in six games, though it came at a cost as Elgin Baylor suffered a knee injury that would sideline him for the rest of the playoffs. The Celtics won the series over the Lakers, 4–1.
2462	des moines the des moines river dmn is a tributary of the mississippi river in the upper midwestern united states that is approximately 525 miles 845 km long from its farther headwaters the largest river flowing across the state of iowa it rises in southern minnesota and flows across iowa from northwest to southeast passing from the glaciated plains into the unglaciated hills near the capital city of des moines named after the river in the center of the state the river continues to flow at a southeastern direction away from des moines later flowing directly into the mississippi river	http://dbpedia.org/resource/Des_Moines_River	The Des Moines River (/dəˈmɔɪn/) is a tributary of the Mississippi River in the upper Midwestern United States that is approximately 525 miles (845 km) long from its farther headwaters. The largest river flowing across the state of Iowa, it rises in southern Minnesota and flows across Iowa from northwest to southeast, passing from the glaciated plains into the unglaciated hills near the capital city of Des Moines, named after the river, in the center of the state. The river continues to flow at a southeastern direction away from Des Moines, later flowing directly into the Mississippi River.
