query_id	query
1991	what state did obama win
1992	what to do in daytona
1993	what did douglas engelbart invent
1994	what wild animals live in colorado
1995	what time zone is new york under
1996	where is bosnia
1997	who did scarlett johansson married
1998	who played juni in spy kids 4
1999	who killed vincent chin film
2000	what does amanda seyfried play in
2001	what was the soviet union
2002	what does mariah carey call her fans
2003	what is the name of currency used in spain
2004	what did atticus finch do
2005	where people speak welsh
2006	what has barack obama done wrong
2007	who was the voice of kitt
2008	who is raquel welch s daughter
2009	where was karl marx buried
2010	who does david james play for 2011
2011	what is the name of the main train station in san francisco
2012	what is the origin of the turkish language
2013	what religion are most people in pakistan
2014	who are the famous athletes in kenya
2015	who played sean in scrubs
2016	in what years did the new york yankees win the world series
2017	what did george steinbrenner do
2018	what language do irish people speak
2019	who is the coach of inter milan now
2020	what is the dominican republic part of
2021	what happened to daddy yankee
2022	what four countries are in the united kingdom
2023	when did shaq come to the nba
2024	who played dorothy in the film wizard of oz
2025	who was dan cody
2026	what did the german revolution lead to
2027	what does sirius black wand look like
2028	who was the leader of the ussr in 1948
2029	who is abraham descended from
2030	in which province islamabad is located
2031	which countries have english as native language
2032	what political experience did abraham lincoln have
2033	what is the time zone in oklahoma city
2034	what is the name of the alabama state tree
2035	what type of currency is used in the united kingdom
2036	where does president barack obama live
2037	what county is jackson michigan in
2038	where is sony headquarters located
2039	what did kate winslet get an oscar for
2040	what is the holy book in taoism
2041	what famous people are from kansas city
2042	what time is nebraska now
2043	how many languages are there in the philippines
2044	what does pixar produce
2045	what year did the cleveland indians go to the world series
2046	who made the ancient egyptian pyramids
2047	when did mayans predict end of the world
2048	where is eu headquarters located
2049	who does larry david play in seinfeld
2050	what type of political system is spain
2051	what airport to fly into to get to clearwater florida
2052	what is the language called in turkey
2053	what countries are included in the continent of asia
2054	what is the currency of spain called
2055	what book did john steinbeck wrote about the people in the dust bowl
2056	what was richard wright known for
2057	what movies did matt bomer play in
2058	where did france colonise
2059	what art movement was pablo picasso part of
2060	who was killed first tupac or biggie
2061	where did the san diego chargers originate
2062	who won the fa cup in 2008
2063	what did king edward vi died from
2064	what movie did tom hanks won his first oscar
2065	what is the primary language of israel
2066	what type of voting system does the uk have
2067	who plays the voice of kovu
2068	where does the fda get its authority
2069	where did vietnam originate
2070	what time is the melbourne cup
2071	what money system does greece use
2072	what was tupac name in juice
2073	what year is it going to be on the jewish calendar
2074	what do israeli people speak
2075	when did mcgee join the ncis team
2076	what did george eastman make
2077	what political party was hitler the leader of
2078	what languages do they speak in russia
2079	who plays young lex luthor in smallville
2080	what is there to see in barcelona
2081	what is there to do in montpelier vt
2082	what s the book hitler wrote in prison
2083	what features do islam and christianity have in common
2084	where great britain on the world map
2085	what sport is popular in china
2086	who is leann rimes with now
2087	where are sunbeam appliances made
2088	who are betty white s husbands
2089	what clubs has messi played for
2090	what is the speech i have a dream about martin luther king
2091	what movies is molly ringwald in
2092	where do the houston rockets play basketball
2093	what war did george washington help win
2094	where did frank baum live
2095	what is the government structure of germany
2096	what show was kim richards in as a child
2097	what airport is closest to downtown toronto
2098	what is the capital of spain in 2010
2099	what is the main language spoken in italy
2100	where did jeff dunham go to school
2101	what countries does queen elizabeth ii reign
2102	who played alf on the tv show
2103	where did martin luther king junior go to college
2104	who was the owner of kfc
2105	where the grimm brothers were born
2106	who does the voice of kovu in lion king
2107	what office does boehner hold
2108	what high school did tim allen go to
2109	what currency should you take to thailand
2110	who did kat graham play in parent trap
2111	when did aldi originate
2112	what city is mt st helens in
2113	what state was john adams elected from
2114	what school did bill gates go to
2115	what language do they speak in argentina yahoo
2116	who did the cleveland browns draft
2117	who plays stewie griffin on family guy
2118	where does the australian prime minister reside
2119	what language does people from denmark speak
2120	what type of legal system does italy have
2121	who plays faramir in lord of the rings
2122	what currency do i need in cuba
2123	who won 2012 presidential election in france
2124	what kind of books does nicholas sparks wrote
2125	who started the first persian gulf war
2126	what is the capital of alaska state
2127	what religions are recognized in canada
2128	who created youtube
2129	what was queen victoria queen of
2130	where is the mozambique located
2131	what gunfight is wyatt earp most famous for
2132	where is the columbia university located
2133	who won golden boot
2134	what to see near austin
2135	who played betty rizzo in grease
2136	what form of government does germany use
2137	what airport is closest to ithaca ny
2138	who does billy beane work for now
2139	what to see in london in june 2012
2140	what form of government does greece use
2141	where is napoleon buried
2142	what episode does eric northman come in
2143	what the australian liberal party stands for
2144	what type of political system does north korea have
2145	what tourist attractions are in houston texas
2146	what does kat dennings star in
2147	what was nicolaus copernicus discovery
2148	who is marilyn monroe and why is she famous
2149	what kind of government does mongolia
2150	where in tennessee are the smoky mountains
2151	what religion is mary queen of scots
2152	what was eli whitney education
2153	who owns the cleveland browns
2154	where was the battle of antietam creek
2155	what does the name austin stand for
2156	where is sarajevo located
2157	what is st james palace
2158	who are the judges on the us supreme court
2159	what did martin luther do
2160	who is martin luther king jr wife
2161	who is ellen bernstein
2162	where donald trump went to college
2163	where did the germans come from wiki
2164	who is democritus and what did he discover
2165	where is the original mona lisa
2166	what team did mike piazza retire with
2167	what is the capital city of germany now
2168	what groups was hitler involved in
2169	what did abraham lincoln do before he was president
2170	what time does arkansas play football today
2171	where is tomb of allama iqbal
2172	what is the center of london called
2173	which airport is best to fly into milan
2174	who founded the sisters of saint joseph
2175	what form of government is the philippines
2176	how long is queen victoria s reign
2177	who does john beck play for
2178	what team did ronaldo play for
2179	where does selena gomez live right now 2010
2180	where does jackie french live
2181	who does jodelle ferland play in eclipse
2182	where did jerry spinelli live as a kid
2183	who owns the toronto maple leafs
2184	what are the official languages of jamaica
2185	who did ben stiller play in megamind
2186	who owns wikimedia foundation
2187	what timezone is indianapolis indiana in
2188	what kind of money does the philippines use
2189	what happened to nelson mandela after he was released from jail
2190	what were erik erikson s theories
2191	where are the atlanta falcons located
2192	what is the most practiced religion in the united states
2193	what are some native american holidays
2194	what battles did canada win in ww2
2195	what currency do italy have
2196	where was the roman empire centered
2197	what is the actual current local time now in uk
2198	what did george w bush do before becoming president
2199	where do navajo indians live
2200	where do the abenaki indians live
2201	who plays hermione granger
2202	what year was the great san francisco fire
2203	who played wesley crusher on star trek the next generation
2204	what college did lee corso attend
2205	when did the colorado rockies go to the world series
2206	what type of poetry does john donne write
2207	where is fresno texas located
2208	what are the major religions in russia
2209	when did the red sox win the pennant
2210	who was charlemagne s wife
2211	what district does john cornyn represent
2212	where was the gettysburg war located
2213	who created the character of sherlock holmes
2214	what record label is rihanna signed to 2012
2215	where did pixie lott go to school
2216	who was the president after jfk died
2217	what city was selena gomez born in
2218	where did elvis presley live before he died
2219	where was rod stewart born
2220	what are all the countries in nato
2221	where did charlton heston live
2222	what kind of insurance does geico offer
2223	what happened after anne frank died
2224	who played mulder in the x files
2225	what is the date today in perth
2226	what is the zip code for minneapolis
2227	what kind of paintings did frida kahlo do
2228	who wrote the book of st john
2229	where is glastonbury uk
2230	who miley cyrus engaged to
2231	where did wassily kandinsky work
2232	where does the atlanta braves play
2233	where was kennedy when he got shot
2234	who was rosemary clooney married to
2235	what year did mcfly go to the future
2236	when did the ny knicks last win a championship
2237	what to see near sedona arizona
2238	what college did steve nash play basketball for
2239	what did william shakespeare do for a living
2240	what does chad michael murray play in
2241	where did jane mansfield die
2242	where is john deere made
2243	what team did grover cleveland alexander play for
2244	what kind of money does the ivory coast use
2245	what is roshon fegan s heritage
2246	what are the 5 biggest cities in the usa
2247	who won governor in connecticut 2010
2248	where do people speak burmese
2249	what are the official languages of the dominican republic
2250	where did henry hudson come from
2251	who does jamie campbell bower play in breaking dawn
2252	what team did shaq play for first
2253	what channel is the mtv vma awards on
2254	when did the arab israeli war start
2255	what is the economy of china
2256	what is fresno state s zip code
2257	in which province is johannesburg
2258	what did the new orleans hornets used to be
2259	where is madeira
2260	what is the name of the pittsburgh steelers stadium
2261	what is the zip code for clarksville tn
2262	what country was the treaty of versailles written
2263	what type of money do japanese use
2264	what movies did luke perry play in
2265	when are the australian open men s finals
2266	what are popular sports in spain
2267	what bella name her baby
2268	who did julie andrews play in shrek
2269	who created the chinese communist party
2270	where kurdish people come from
2271	what language do the people in ghana speak
2272	what did einstein do
2273	what team does hank baskett play for 2011 season
2274	what did gerald ford die of
2275	what money do they have in italy
2276	who influenced wolfgang amadeus mozart
2277	what was the milwaukee brewers old name
2278	who played as barney
2279	what religion are people in russia
2280	what season did jason priestley leave 90210
2281	what to see and do in galway ireland
2282	where did the welsh language originate from
2283	what country was theodor schwann born in
2284	what country does mexico trade with
2285	who did jon gosselin cheat with
2286	what timezone is indianapolis in now
2287	what battles did robert e lee participate in
2288	what is afghanistan money called
2289	what is the state motto of massachusetts
2290	what kind of language do they speak in greece
2291	what style of art did vincent van gogh do
2292	what currency does greece use 2012
2293	where does dr sanjay gupta practice
2294	what movies has taylor lautner been in 2011
2295	what are fun things to do in seattle wa
2296	what to do in palo alto ca with kids
2297	what was the political system in libya
2298	where great britain located
2299	what are the mountains in peru called
2300	what is the currency in the dominican republic 2010
2301	what position does terrell owens play
2302	what was woodrow wilson s major accomplishments
2303	when was the last superbowl win for the steelers
2304	where does brian williams live
2305	what time zone is oklahoma state
2306	when did the name jehovah first appear
2307	who is the coach of the pittsburgh steelers 2005
2308	who plays jason gideon
2309	what time zone is anaheim ca
2310	where did kirk herbstreit
2311	who plays noah bennet
2312	what county is plymouth ia in
2313	where did prophet daniel died
2314	what is means testing medicare
2315	what are romney s sons names
2316	what did lbj die of
2317	what important office did abraham lincoln hold
2318	what time do the polls open in indiana 2012
2319	where did anne frank live before the war
2320	what discovery did sir isaac newton make about force
2321	what job did martin luther king jr have
2322	what club team does ronaldinho play for
2323	who did jeremy lin sign with
2324	who does kurt busch drive for now
2325	who was judy collins married to
2326	what teams did manny ramirez play for
2327	where did james cook go on his voyages
2328	what year did john adams get elected president
2329	what is the name of the money used in spain
2330	where is the syracuse university
2331	what movies did kristen stewart act in
2332	what continent is syria located in
2333	what kind of language does switzerland speak
2334	who was tex beneke
2335	who did lenny kravitz marry
2336	who is president of france
2337	where did martin luther king went to school
2338	what is the money of spain called
2339	what teams did jim harbaugh play for
2340	what state was theodore roosevelt from
2341	who did the maccabees revolted against
2342	who won governor of indiana 2012
2343	who won governor race in indiana
2344	what region is thailand located in
2345	where was governor cuomo born
2346	where did giovanni da verrazano live
2347	what other books did jules verne wrote
2348	what currency is used in hungary
2349	which island in greece
2350	what war was george washington associated with
2351	who was marilyn monroe s parents
2352	what year did pete rose play
2353	what kind of government does chile have today
2354	what present day countries use english as their national language
2355	what movie did angelina jolie direct
2356	where does lena river begin and end
2357	what college did jeff corwin go to
2358	who did russians descend from
2359	who was joseph pulitzer and what did he do
2360	what to see in vietnam in two weeks
2361	where did al capone go to jail
2362	where is the best place to stay in aruba
2363	what countries are in the andean region
2364	who played samuel sullivan in heroes
2365	when did the lions last win a thanksgiving game
2366	what kind of government does iran have today
2367	what was the name of william shakespeare s children
2368	what do they speak in cambodia
2369	what is the official language of china and 3 other dialects
2370	where did toussaint louverture live
2371	what countries did germany take over during world war 2
2372	what type of government does mexico use
2373	with which countries does south africa trade
2374	what was the last time the pittsburgh pirates had a winning season
2375	who was cleopatra married too
2376	where did jimmy hoffa live
2377	what do singapore speak
2378	where was hackney 2012 held
2379	where is thomas jefferson s home
2380	who did cristina yang s husband cheated on her with
2381	what city did elvis presley grew up in
2382	where was dwight howard born
2383	what did cam newton do
2384	where was the earthquake in chile 2010
2385	where was the earthquake in christchurch
2386	what system of government does nigeria have
2387	where is san miguel mexico on map
2388	when did the celtics win championship
2389	where did nick clegg go to prep school
2390	who are the two current illinois senators
2391	what was james madison s job
2392	what is in liverpool england
2393	where did the arizona diamondbacks play
2394	what did doc holliday die from
2395	who did adam sandler married
2396	what sport do the toronto maple leafs play
2397	when does medicare part d start
2398	what is the local currency in the dominican republic
2399	who is angelina jolie husband name
2400	what was the capital of ancient israel
2401	what characters does todd haberkorn voice
2402	who was michael jackson first girlfriend
2403	what jobs did ben franklin do
2404	where did matt barnes play
2405	what did anasazi indians live in
2406	what was nicolaus copernicus occupation
2407	what is kate spade
2408	what is the money called in spain
2409	what to do in venice beach ca
2410	what are the best things to do in san diego
2411	where does roman abramovich live
2412	what money system does australia use
2413	where is angola located
2414	what year did brandon roy get drafted
2415	who is chelsea kane
2416	who is tony romo engaged to
2417	where was lance armstrong born and in what year
2418	what country is the west bank located in
2419	what happened to nina simone
2420	what two countries speak italian
2421	what kind of language do china speak
2422	what college did james franco go to
2423	what year did the houston rockets win their first championship
2424	who is michelle obama
2425	what kind of currency does jamaica use
2426	what money do they use in chile
2427	what college did jerry rice attend
2428	when was the last time the kansas city chiefs won a superbowl
2429	what was irving langmuir famous for
2430	who does cristiano ronaldo play for 2012
2431	what timezone is new england usa in
2432	what kind of money do you use in costa rica
2433	what did shawnee smith star in
2434	what was the reagan administration known for
2435	what type of artwork did henri matisse produce
2436	where is adam smith from
2437	where did george harrison live before he died
2438	what did kourtney kardashian go to college for
2439	what university did donald trump graduate from
2440	where is burundi located on a map
2441	where does hector camacho live
2442	what country is the name natalie from
2443	what did harriet beecher stowe do as an abolitionist
2444	what state was ronald reagan governor of
2445	what does the mayan calendar say about 2012
2446	what school did cassie bernall go to
2447	what team did kaka play for in 2009
2448	which country does irish language come from
2449	which kardashians are having babies
2450	where did matthew brady live
2451	what type of currency should i take to mexico
2452	where did kaiser wilhelm fled to
2453	what organization did dr carter g woodson found
2454	where is ellis park rugby stadium
2455	what club did santi cazorla play for
2456	what city has the largest population in mexico
2457	what are the name of mitt romney sons
2458	where did the seminole native americans live
2459	what did samuel de champlain
2460	where is the nfl hall of fame located and when was the building opened
2461	where is the euro used
2462	what would have happened if germany had won ww1
2463	what country vasco da gama sail for
2464	where does ben stiller live in ny
2465	what dialect do most chinese speak
2466	what is the language called in russia
2467	who all has jason kidd played for
2468	what beach did the canadians assault
2469	what jobs did harriet tubman have
2470	what disease has jack osbourne got
2471	what are the primary languages of france
2472	where are riddell helmets manufactured
2473	where is st vincent de paul buried
2474	where was brad paisley born and raised
2475	who was the apostle paul considered to be
2476	where did romans go
2477	what country was osama bin laden killed in
2478	what were some inventions of leonardo da vinci
2479	when does sally pearson race tonight
2480	what type of car does michael weston drive
2481	what position does vernon davis play
2482	what is tulane university s mascot
2483	how old was woodrow wilson when he was elected president
2484	what kind of mental illness did howard hughes have
2485	where do you fly into for destin
2486	where is whistler mountain located
2487	what states does the missouri river touch
2488	where was the first ford motor company located
2489	where is jay cutler now
2490	who was the colts coach in 2011
2491	who speaks stewie on family guy
2492	what sports do people in france play
2493	where is the best place to vacation in the dominican republic
2494	what was vasco nunez de balboa original purpose of his journey
2495	what instrument does justin bieber
2496	what role did tom cruise play in endless love
2497	who inspired antonio vivaldi
2498	what countries does canada export wheat to
2499	who plays nathan scott
2500	where did brad paisley graduate from college
2501	what is the money of argentina called
2502	who won the presidential race in venezuela
2503	who was president when the us navy department was established
2504	what is the hawaii time zone
2505	who are the two current senators of illinois
2506	where to go in downtown nashville tn
2507	where is the portuguese language derived from
2508	who does paul walker play in fast and furious
2509	who is the president of ecuador in 2012
2510	what country columbus was born
2511	what are all songs by taylor swift
2512	who is kobe bryant wife bio
2513	where was the battle of shiloh
2514	who won the governor election in michigan
2515	who was mary s mother
2516	what continent is greenland apart of
2517	where is the cruise ship terminal in vancouver bc
2518	what are shirley temple kids names
2519	where to stay in south rim grand canyon
2520	where was selena gomez raised
2521	what country did francis drake represent
2522	where did the anglican church start
2523	what to do in panama city beach in february
2524	what are the major imports and exports of canada
2525	what city in australia should i live in quiz
2526	what country is russia close to
2527	where s the hudson river
2528	who was phil harris married to
2529	where did sir john a macdonald die
2530	who was the president of the united states during ww2
2531	where does volga river start
2532	what does roger that mean
2533	who was the first actor to play edward quartermaine
2534	what are the two dialects of chinese
2535	what time is the grand prix starting
2536	what type of tennis racket does john mcenroe use
2537	what shows are on in london at the moment
2538	what club does ronaldinho play for 2012
2539	what is the state flag of colorado called
2540	what is 2pm est in philippines
2541	who was liz taylor married too
2542	who was married to lance armstrong
2543	what to do in laughlin nevada
2544	what team does luis suarez play for
2545	what team does derrick rose play for
2546	what did corey haim act in
2547	what is the political system in argentina
2548	what did sammy davis jr die of
2549	what sports do they have in china
2550	where was emperor hadrian born
2551	what was the name of frederick douglass book
2552	what sport do the harlem globetrotters play
2553	what did freud say about women
2554	who is the current coach of the chicago bulls
2555	what is vito corleone real name
2556	what are west african countries
2557	what was marilyn monroe known for
2558	what year did aaron rodgers get drafted
2559	where was president lyndon johnson from
2560	what was alice walker famous for
2561	what god does taoism believe in
2562	where is north port florida located
2563	where did jfk and his wife live
2564	what type of currency is used in puerto rico
2565	what countries speak english primarily
2566	who plays batman in 2012
2567	who played forrest gump as a kid
2568	where is tom cruise from
2569	who is steve nash married to
2570	what type of political system is iran
2571	where did kate chopin grow up
2572	who is julia roberts married to 2012
2573	what city was nelson mandela born in
2574	who has won the most fa cup
2575	what did charles dickens writer
2576	what kind of money do they use in russia
2577	what are the places to see in dubai
2578	who is john cabot s parents
2579	who is the coach of the la lakers
2580	what invention did henry ford invent
2581	where is downtown littleton
2582	when did tom brady join the patriots
2583	who might arthur miller think would
2584	what culture lived in teotihuacan
2585	what did thomson discover with his cathode ray tube experiment
2586	what show is jill wagner on
2587	where does morrissey live 2010
2588	when is next t20 world cup cricket
2589	what did gerald ford do
2590	where to go in phnom penh cambodia
2591	what did jeff corwin major in
2592	where does sally pearson live
2593	who was andrew johnson and what did he do
2594	where to live in duluth ga
2595	who is the prime minister of ethiopia now
2596	who is the current president of chile 2011
2597	where are john deere snow blowers made
2598	what is charlie sheen s dad s name
2599	what airport is close to scottsdale arizona
2600	when did sean murray first appear on ncis
2601	what countries around the world speak french
2602	what city was barack obama born in
2603	when is the last time the raiders won a championship
2604	what books did robert burns wrote
2605	who is larry ellison oracle
2606	what part of italy did most immigrants come from
2607	what team did tim tebow play for in college
2608	what team rasheed wallace
2609	what language do you speak in austria
2610	who was vice president under ronald reagan
2611	where does the uk import from
2612	what year did arizona cardinals go to superbowl
2613	what else did eli whitney invent
2614	where is the great pyramid of giza situated
2615	what year did george washington become the president
2616	who did tupac shakur date
2617	what school did sergio romo go to
2618	what money is used in the maldives
2619	what do ethiopia import and export
2620	what do people from guam speak
2621	what is the legislature of missouri called
2622	who is the new governor of oregon
2623	where is rihanna from ethnically
2624	what movies star adam sandler
2625	what is james madison most famous for
2626	what are the major religions in uk
2627	what was van gogh famous for
2628	who is kurt busch driving for now
2629	where did brian williams go to college
2630	what language do they speak in spain wikipedia
2631	what do people go to amsterdam for
2632	what did copernicus invented
2633	where is shakira from originally
2634	what team does chris humphrey play for
2635	what year did the mets win their first world series
2636	what influenced whitman s poetry
2637	what are the two houses in congress
2638	who is hugh hefner dating now in 2012
2639	where do the san francisco giants play home games
2640	who plays spike in buffy the vampire slayer
2641	what do people speak in singapore
2642	what year did giants win world series
2643	what airport do you fly into maui
2644	what county is troy il in
2645	who is prime minister of japan 2011
2646	where was abraham buried
2647	what do the colors on mali s flag represent
2648	what is the australian open called
2649	where is puerto galera
2650	what type of government does the bahamas have
2651	what kind of money do they use in aruba
2652	what do they speak in iran
2653	what did jean jacques rousseau write
2654	what time is kansas in
2655	what years did the red sox win the world series
2656	who plays the voice of meg in family guy
2657	who was arthur miller influenced by
2658	where does the tsunami happened in japan
2659	what job does janelle brown have
2660	what is time zone in hawaii
2661	who were ulysses s grant and robert e lee
2662	where is eu parliament
2663	where does the philadelphia union soccer team play
2664	who plays edward elric
2665	what are the main languages spoken in spain
2666	what other discoveries did isaac newton discover
2667	who is the head coach of the indianapolis colts
2668	who was the prime minister of australia in 1958
2669	where was the battle of vicksburg located
2670	who is jeff probst ex wife
2671	where is washington d c at
2672	what is george washington s hometown
2673	who played cruella deville in 102 dalmatians
2674	where did hernando cortez die
2675	where did jrr tolkien live
2676	who played howard stern in private parts
2677	what year did detroit pistons win the championship
2678	which part of korea is communist
2679	how many australian states and territories
2680	what country do they speak farsi
2681	what is michael buble s style of music
2682	what type of paintings did marc chagall do
2683	which party was lincoln
2684	where is kia car from
2685	what years did the yankees win the championship
2686	which states does the connecticut river flow through
2687	what was the cause of death of larry hagman
2688	what language do most native americans speak
2689	what religions are in russia
2690	what timezone is minnesota in
2691	what type of voting system does australia have
2692	where does the oklahoma city thunder practice
2693	who is nolan ryan married to
2694	what show does tamera mowry play on
2695	what company did verizon used to be
2696	who plays stacey in zoey 101
2697	where was ronald reagan born and raised
2698	what timezone is malaysia
2699	where is the thalys train station in brussels
2700	where was george washington originally from
2701	who plays lynette on desperate housewives
2702	where did bruno mars get his start
2703	what college did kerry collins
2704	who have the lakers signed
2705	where did will smith go to high school
2706	what kind of guitar does jemaine clement play
2707	what instrument was louis armstrong famous for
2708	what disease did abe lincoln have
2709	what inventions did robert hooke made
2710	what happened to farrah and her baby daddy
2711	who plays bella on twilight
2712	where do tasmanian devils live
2713	where in oklahoma are scorpions found
2714	where were the chickasaw indians located
2715	what do spain call their money
2716	what was jack london s education
2717	what state is toronto in
2718	what countries use the euro as official currency
2719	when did sherlock holmes live
2720	what is the currency in england 2012
2721	who plays mary jane in spiderman 2
2722	what is the political system in south africa
2723	who did john paul jones fight for
2724	who is married to garth brooks
2725	where to stay in bermuda tripadvisor
2726	what type of guitar does john mayer play
2727	what currency does jamaica accept
2728	where was leonardo da vinci when he died
2729	when did the italian fascists came to power
2730	what state did roger sherman represent at the constitutional convention
2731	when does harry potter come out on dvd deathly hallows 2
2732	what school did michael jackson attend
2733	where is art smith from
2734	who did bryce dallas howard play in eclipse
2735	who does paul bettany play in the avengers
2736	when were women allowed to go to the olympics
2737	who was judy garland married to
2738	who does matt damon have kids with
2739	what are the gods of islam
2740	what type of money does jamaica use
2741	what did henry kissinger do
2742	what were hitler s parents names
2743	where was martin cooper from
2744	which countries border the us
2745	where did patrick henry live
2746	what to see in downtown asheville nc
2747	what education does jeff corwin have
2748	who is the current queen of australia
2749	when did sanchez leave usc
2750	what kind of money should i take to jamaica
2751	what are historical places in new york
2752	where did harrison ford get his start
2753	who was the prime minister of canada in 1998
2754	what do people in south africa speak
2755	where christopher columbus was born
2756	where did sergio romo go to college
2757	where is south carolina located
2758	what college did charles richard drew go to
2759	what county is denver colorado in
2760	who did megan fox have a baby with
2761	what movies has halle berry starred in
2762	what did larry hagman die of
2763	what is the capital of georgia
2764	where is ibrahim chatta from
2765	who was the founder of rhode island
2766	where is the parliament in south africa
2767	what inventions did leonardo da vinci made
2768	where was saint paul from
2769	where did the flemish live
2770	what state in chicago in
2771	which legend of zelda game is the first
2772	what 3 states border the pacific ocean
2773	what legal system does germany use
2774	who did alf s voice
2775	what college did kris humphries play for
2776	where is eric cantor from
2777	what is vanderbilt university known for
2778	who was the grandson of king david s father
2779	where was the battle of appomattox located
2780	who created the ancient language in alagaesia
2781	who played young sam winchester
2782	what ship did sir francis drake travel on
2783	what is the language they speak in jamaica
2784	where is the sistine chapel by michelangelo
2785	in which province is pretoria
2786	what currency does ontario canada use
2787	who the voice of peter griffin
2788	where is mallorca
2789	who invented morse code
2790	who raised queen victoria
2791	what was the cause of death for edgar allan poe
2792	what do do in new york
2793	what is anderson cooper
2794	what date was john adams elected president
2795	who did elvis presley really love
2796	who played princess leia from star wars
2797	what does the name rome mean
2798	where is alex rodriguez from
2799	what team did deion sanders play for in baseball
2800	what happened to madonna childhood home
2801	who are senators from utah
2802	what college did matt lauer attend
2803	who plays lorne on angel
2804	what kind of voting system does japan have
2805	where is lanzarote in a world map
2806	where the latin language come from
2807	what county is minneapolis mn in
2808	when richard nixon was president
2809	what type of government does australia use
2810	what school did kurt vonnegut go to
2811	what did hitler hate
2812	where james madison was born
2813	who is the governor of indiana 2012
2814	what films has gerard butler starred in
2815	what is south korea s capital city
2816	who is the present president of china
2817	what movies have robert pattinson starred in
2818	what did martin luther king jr go to college for
2819	where was the roman colosseum located
2820	what is charles darwin famous for
2821	what movies does leo howard play in
2822	what undergraduate school did martin luther king jr attend
2823	where is azerbaijan
2824	where did laura ingalls wilder live
2825	what is the zip code for moorpark ca
2826	what airport is closest to cancun
2827	what was reagan before president
2828	how much mlb teams are there
2829	what religion was john f kennedy
2830	what art movement was vincent van gogh apart of
2831	what are the main imports and exports of afghanistan
2832	what year was the navy chief established
2833	what contribution did maurice wilkins make to dna
2834	where did mendeleev died
2835	what was the first name of the washington redskins
2836	what language do they denmark
2837	what type of government did egypt have
2838	what do you say after a sneeze in german
2839	what language is spoken in singapore
2840	what going on in afghanistan right now
2841	what school did michael jordan go to
2842	who does zach galifianakis play in the hangover
2843	where to get married in jacksonville nc
2844	where did dr martin luther king jr go to school
2845	where is made kia car
2846	what year did lakers win championship
2847	what country does turkey trade with
2848	where did thomas jefferson died
2849	who started the federal reserve board
2850	who are the colorado eagles
2851	where to stay near asheville
2852	who does cristiano ronaldo play for now 2011
2853	what type of government does fiji have 2010
2854	what did chadwick identify
2855	who plays lola bunny on the looney tunes show
2856	what are the team colors for the pittsburgh steelers
2857	where does drogba play now
2858	what was the name of the newspaper where hemingway wrote
2859	what type of cancer did donna summer died from
2860	what currency does thailand use
2861	what type of government is the philippines
2862	where is the mtv headquarters
2863	what did roald dahl write
2864	who was louis kossuth
2865	what is the best currency to take to egypt 2013
2866	what currency do you use in costa rica
2867	who makes lois griffin voice
2868	where to stay in rome neighborhood
2869	what did ivan pavlov invented
2870	what country was anton van leeuwenhoek from
2871	what was caesar augustus known for
2872	what is a city in belgium
2873	when was the musical annie written
2874	what countries did queen elizabeth ii rule
2875	what kind of government does vietnam have
2876	where is danish located
2877	what is the new york knicks starting lineup
2878	where to stay in san francisco ca
2879	what oprah thinks about god
2880	what song is monifah famous for
2881	what political party is barack obama from
2882	what character did john noble play in lord of the rings
2883	what movies are directed by steven spielberg
2884	what happened after the invasion of normandy
2885	who was the first leader of the afl
2886	what countries speak spanish wikipedia
2887	who did george lucas get engaged to
2888	what country do arabic people come from
2889	what major airport is near destin florida
2890	where is bergen belsen concentration camp located
2891	what school did tupac go to
2892	which country is located directly east of belgium
2893	what island is bethany hamilton from
2894	who did ronald reagan get shot by
2895	what does jennifer lopez do
2896	who shot and killed president john f kennedy
2897	who has coached the minnesota vikings
2898	where does nick diaz fight
2899	which city held the summer olympics twice
2900	who did paul jr marry
2901	what currency can you use in aruba
2902	what did theodor schwann contribute to our understanding of cells
2903	where did paul rudd go to high school
2904	who is in the band bush
2905	what college did harry s truman attend
2906	who plays ferris bueller s best friend
2907	what movies does matt damon play in
2908	what type of government does the bahamas
2909	who was arthur miller father
2910	who shot j lennon
2911	what are fun things to do in denver colorado
2912	what is the laguna beach theme song
2913	where did lee surrender to grant to end the civil war
2914	what organization did martin luther king lead
2915	where is colombia the country
2916	what language they speak in the philippines
2917	who did hera marry
2918	where do cruises leave from in rome
2919	what kind of government did benito mussolini have
2920	what did ronnie radke do
2921	what party did paul keating belong to
2922	who are paul revere s parents
2923	what timezone is australia gmt
2924	what movie is josh hutcherson in
2925	what city was woodstock held in
2926	where was anne hathaway born
2927	where does drew gordon play
2928	who is the house of representatives made up of
2929	where does the panama canal run through
2930	what book did charles darwin write on evolution
2931	who does michael vick play for
2932	what language do haitian speak
2933	what did john williams play
2934	where do islamic people go to worship
2935	what all countries are in south america
2936	where do they grow rice in italy
2937	what is state animal of illinois
2938	what does canada grow for food
2939	who tom cruise been married to
2940	who was josh groban in crazy stupid love
2941	what time zone is london in right now
2942	what was one of benjamin franklin s inventions
2943	what did sir john frederick william herschel do
2944	what party was andrew jackson
2945	what country does dubai come under
2946	what time does independence center open on sundays
2947	where did pres clinton go to college
2948	what 4 states border the pacific ocean
2949	where is washington dc located what state
2950	where did joe namath attend college
2951	who was the first jedi master
2952	what is the most practiced religion in the us
2953	who are the broncos players
